date,종가,전일대비,등락율
2005.11.15,3.49,보합0.00,0.00%
2005.11.14,3.49,보합0.00,0.00%
2005.11.11,3.49,보합0.00,0.00%
2005.11.10,3.49,보합0.00,0.00%
2005.11.09,3.49,보합0.00,0.00%
2005.11.08,3.49,하락0.03,-0.85%
2005.11.07,3.52,상승0.07,+ 2.03%
2005.11.04,3.45,하락0.05,-1.43%
2005.11.03,3.50,보합0.00,0.00%
2005.11.02,3.50,하락0.01,-0.28%
2005.11.01,3.51,보합0.00,0.00%
2005.10.31,3.51,상승0.02,+ 0.57%
2005.10.28,3.49,보합0.00,0.00%
2005.10.27,3.49,하락0.01,-0.29%
2005.10.26,3.50,보합0.00,0.00%
2005.10.25,3.50,상승0.01,+ 0.29%
2005.10.24,3.49,상승0.02,+ 0.58%
2005.10.21,3.47,보합0.00,0.00%
2005.10.20,3.47,하락0.02,-0.57%
2005.10.19,3.49,보합0.00,0.00%
2005.10.18,3.49,하락0.01,-0.29%
2005.10.17,3.50,상승0.01,+ 0.29%
2005.10.14,3.49,보합0.00,0.00%
2005.10.13,3.49,하락0.01,-0.29%
2005.10.12,3.50,보합0.00,0.00%
2005.10.11,3.50,상승0.24,+ 7.36%
2005.10.10,3.26,상승0.07,+ 2.19%
2005.10.07,3.19,보합0.00,0.00%
2005.10.06,3.19,하락0.06,-1.85%
2005.10.05,3.25,하락0.01,-0.31%
2005.10.04,3.26,하락0.02,-0.61%
2005.09.30,3.28,상승0.02,+ 0.61%
2005.09.29,3.26,상승0.01,+ 0.31%
2005.09.28,3.25,상승0.01,+ 0.31%
2005.09.27,3.24,하락0.01,-0.31%
2005.09.26,3.25,보합0.00,0.00%
2005.09.23,3.25,상승0.03,+ 0.93%
2005.09.22,3.22,상승0.02,+ 0.63%
2005.09.21,3.20,하락0.04,-1.23%
2005.09.20,3.24,보합0.00,0.00%
2005.09.16,3.24,하락0.01,-0.31%
2005.09.15,3.25,상승0.01,+ 0.31%
2005.09.14,3.24,보합0.00,0.00%
2005.09.13,3.24,상승0.01,+ 0.31%
2005.09.12,3.23,보합0.00,0.00%
2005.09.09,3.23,하락0.01,-0.31%
2005.09.08,3.24,상승0.04,+ 1.25%
2005.09.07,3.20,하락0.02,-0.62%
2005.09.06,3.22,하락0.03,-0.92%
2005.09.05,3.25,보합0.00,0.00%
2005.09.02,3.25,보합0.00,0.00%
2005.09.01,3.25,보합0.00,0.00%
2005.08.31,3.25,상승0.01,+ 0.31%
2005.08.30,3.24,보합0.00,0.00%
2005.08.29,3.24,상승0.01,+ 0.31%
2005.08.26,3.23,하락0.01,-0.31%
2005.08.25,3.24,보합0.00,0.00%
2005.08.24,3.24,보합0.00,0.00%
2005.08.23,3.24,상승0.05,+ 1.57%
2005.08.22,3.19,하락0.02,-0.62%
2005.08.19,3.21,하락0.03,-0.93%
2005.08.18,3.24,보합0.00,0.00%
2005.08.17,3.24,보합0.00,0.00%
2005.08.16,3.24,하락0.01,-0.31%
2005.08.12,3.25,하락0.01,-0.31%
2005.08.11,3.26,보합0.00,0.00%
2005.08.10,3.26,보합0.00,0.00%
2005.08.09,3.26,보합0.00,0.00%
2005.08.08,3.26,상승0.03,+ 0.93%
2005.08.05,3.23,하락0.04,-1.22%
2005.08.04,3.27,보합0.00,0.00%
2005.08.03,3.27,보합0.00,0.00%
2005.08.02,3.27,보합0.00,0.00%
2005.08.01,3.27,보합0.00,0.00%
2005.07.29,3.27,하락0.01,-0.30%
2005.07.28,3.28,상승0.01,+ 0.31%
2005.07.27,3.27,보합0.00,0.00%
2005.07.26,3.27,하락0.01,-0.30%
2005.07.25,3.28,하락0.01,-0.30%
2005.07.22,3.29,상승0.08,+ 2.49%
2005.07.21,3.21,하락0.06,-1.83%
2005.07.20,3.27,보합0.00,0.00%
2005.07.19,3.27,상승0.01,+ 0.31%
2005.07.18,3.26,보합0.00,0.00%
2005.07.15,3.26,하락0.01,-0.31%
2005.07.14,3.27,보합0.00,0.00%
2005.07.13,3.27,상승0.06,+ 1.87%
2005.07.12,3.21,보합0.00,0.00%
2005.07.11,3.21,상승0.09,+ 2.88%
2005.07.08,3.12,상승0.09,+ 2.97%
2005.07.07,3.03,하락0.06,-1.94%
2005.07.06,3.09,하락0.14,-4.33%
2005.07.05,3.23,하락0.02,-0.62%
2005.07.04,3.25,하락0.01,-0.31%
2005.07.01,3.26,하락0.04,-1.21%
2005.06.30,3.30,상승0.04,+ 1.23%
2005.06.29,3.26,보합0.00,0.00%
2005.06.28,3.26,하락0.01,-0.31%
2005.06.27,3.27,보합0.00,0.00%
2005.06.24,3.27,보합0.00,0.00%
2005.06.23,3.27,상승0.06,+ 1.87%
2005.06.22,3.21,상승0.01,+ 0.31%
2005.06.21,3.20,하락0.07,-2.14%
2005.06.20,3.27,보합0.00,0.00%
2005.06.17,3.27,보합0.00,0.00%
2005.06.16,3.27,하락0.01,-0.30%
2005.06.15,3.28,하락0.01,-0.30%
2005.06.14,3.29,상승0.01,+ 0.30%
2005.06.13,3.28,하락0.01,-0.30%
2005.06.10,3.29,상승0.01,+ 0.30%
2005.06.09,3.28,보합0.00,0.00%
2005.06.08,3.28,상승0.08,+ 2.50%
2005.06.07,3.20,하락0.01,-0.31%
2005.06.03,3.21,하락0.07,-2.13%
2005.06.02,3.28,보합0.00,0.00%
2005.06.01,3.28,하락0.01,-0.30%
2005.05.31,3.29,보합0.00,0.00%
2005.05.30,3.29,보합0.00,0.00%
2005.05.27,3.29,보합0.00,0.00%
2005.05.26,3.29,보합0.00,0.00%
2005.05.25,3.29,보합0.00,0.00%
2005.05.24,3.29,보합0.00,0.00%
2005.05.23,3.29,상승0.06,+ 1.86%
2005.05.20,3.23,상승0.04,+ 1.25%
2005.05.19,3.19,하락0.10,-3.04%
2005.05.18,3.29,보합0.00,0.00%
2005.05.17,3.29,보합0.00,0.00%
2005.05.16,3.29,보합0.00,0.00%
2005.05.13,3.29,하락0.01,-0.30%
2005.05.12,3.30,보합0.00,0.00%
2005.05.11,3.30,보합0.00,0.00%
2005.05.10,3.30,상승0.01,+ 0.30%
2005.05.09,3.29,상승0.02,+ 0.61%
2005.05.06,3.27,상승0.06,+ 1.87%
2005.05.04,3.21,하락0.09,-2.73%
2005.05.03,3.30,상승0.01,+ 0.30%
2005.05.02,3.29,보합0.00,0.00%
2005.04.29,3.29,상승0.02,+ 0.61%
2005.04.28,3.27,보합0.00,0.00%
2005.04.27,3.27,상승0.01,+ 0.31%
2005.04.26,3.26,보합0.00,0.00%
2005.04.25,3.26,상승0.02,+ 0.62%
2005.04.22,3.24,상승0.01,+ 0.31%
2005.04.21,3.23,하락0.03,-0.92%
2005.04.20,3.26,보합0.00,0.00%
2005.04.19,3.26,상승0.01,+ 0.31%
2005.04.18,3.25,하락0.01,-0.31%
2005.04.15,3.26,상승0.01,+ 0.31%
2005.04.14,3.25,보합0.00,0.00%
2005.04.13,3.25,상승0.01,+ 0.31%
2005.04.12,3.24,하락0.01,-0.31%
2005.04.11,3.25,하락0.01,-0.31%
2005.04.08,3.26,상승0.03,+ 0.93%
2005.04.07,3.23,보합0.00,0.00%
2005.04.06,3.23,하락0.01,-0.31%
2005.04.04,3.24,하락0.01,-0.31%
2005.04.01,3.25,하락0.01,-0.31%
2005.03.31,3.26,상승0.01,+ 0.31%
2005.03.30,3.25,상승0.01,+ 0.31%
2005.03.29,3.24,하락0.01,-0.31%
2005.03.28,3.25,하락0.01,-0.31%
2005.03.25,3.26,상승0.03,+ 0.93%
2005.03.24,3.23,보합0.00,0.00%
2005.03.23,3.23,상승0.06,+ 1.89%
2005.03.22,3.17,상승0.01,+ 0.32%
2005.03.21,3.16,하락0.07,-2.17%
2005.03.18,3.23,보합0.00,0.00%
2005.03.17,3.23,보합0.00,0.00%
2005.03.16,3.23,하락0.01,-0.31%
2005.03.15,3.24,보합0.00,0.00%
2005.03.14,3.24,하락0.01,-0.31%
2005.03.11,3.25,하락0.01,-0.31%
2005.03.10,3.26,하락0.01,-0.31%
2005.03.09,3.27,보합0.00,0.00%
2005.03.08,3.27,상승0.10,+ 3.15%
2005.03.07,3.17,하락0.08,-2.46%
2005.03.04,3.25,하락0.02,-0.61%
2005.03.03,3.27,하락0.01,-0.30%
2005.03.02,3.28,보합0.00,0.00%
2005.02.28,3.28,보합0.00,0.00%
2005.02.25,3.28,상승0.01,+ 0.31%
2005.02.24,3.27,하락0.01,-0.30%
2005.02.23,3.28,상승0.06,+ 1.86%
2005.02.22,3.22,하락0.04,-1.23%
2005.02.21,3.26,보합0.00,0.00%
2005.02.18,3.26,하락0.01,-0.31%
2005.02.17,3.27,상승0.01,+ 0.31%
2005.02.16,3.26,보합0.00,0.00%
2005.02.15,3.26,보합0.00,0.00%
2005.02.14,3.26,하락0.01,-0.31%
2005.02.11,3.27,상승0.09,+ 2.83%
2005.02.07,3.18,하락0.04,-1.24%
2005.02.04,3.22,하락0.04,-1.23%
2005.02.03,3.26,상승0.01,+ 0.31%
2005.02.02,3.25,하락0.01,-0.31%
2005.02.01,3.26,보합0.00,0.00%
2005.01.31,3.26,상승0.01,+ 0.31%
2005.01.28,3.25,상승0.01,+ 0.31%
2005.01.27,3.24,하락0.02,-0.61%
2005.01.26,3.26,상승0.01,+ 0.31%
2005.01.25,3.25,보합0.00,0.00%
2005.01.24,3.25,상승0.06,+ 1.88%
2005.01.21,3.19,하락0.04,-1.24%
2005.01.20,3.23,하락0.02,-0.62%
2005.01.19,3.25,보합0.00,0.00%
2005.01.18,3.25,보합0.00,0.00%
2005.01.17,3.25,하락0.01,-0.31%
2005.01.14,3.26,하락0.02,-0.61%
2005.01.13,3.28,상승0.01,+ 0.31%
2005.01.12,3.27,하락0.01,-0.30%
2005.01.11,3.28,상승0.01,+ 0.31%
2005.01.10,3.27,상승0.05,+ 1.55%
2005.01.07,3.22,상승0.01,+ 0.31%
2005.01.06,3.21,하락0.07,-2.13%
2005.01.05,3.28,상승0.01,+ 0.31%
